"unique_id","range","setpoint","yvar","count","day","week","exclude","range_start","range_end","modal_bp","modal_rpt","modal_y","ii_threshold_abs","mean_rpt","sd_rpt","setpoint_rpt","ii","expi","contri","total_techreps"
"20231106_00078","range2","control","height",9,105,15,NA,115,160,519.512222222222,136.504074074074,383.888888888889,153.555555555556,136.330851209374,3.45377578004211,134.581771774573,1.74907943480073,3.65720713209905,-2.26355195635806,9
"20231106_00078","range2","self","area",9,105,15,NA,115,160,519.856666666667,136.618888888889,4630.44444444444,1852.17777777778,136.28998168911,3.41058704777538,136.618888888889,-0.328907199779185,2.92392926970587,-3.33636328569624,9
"20231106_00078","range2","self","height",9,105,15,NA,115,160,519.512222222222,136.504074074074,383.888888888889,153.555555555556,136.330851209374,3.45377578004211,136.504074074074,-0.173222864700217,3.07871962787496,-3.29907309258278,9
"20231106_00079","range1",NA,"area",9,105,15,NA,0,36,151.403333333333,13.8011111111111,227754,91101.6,13.4037713272349,0.649200063376722,NA,NA,NA,NA,9
"20231106_00079","range1",NA,"height",9,105,15,NA,0,36,151.305555555556,13.7685185185185,23859,9543.6,13.5368925307832,0.246888948447632,NA,NA,NA,NA,9
"20231106_00079","range2","control","area",9,105,15,NA,115,160,516.54,135.513333333333,4818,1927.2,135.329032998094,3.27378945462487,134.581771774573,0.747261223520976,2.93837451957778,-2.56960738784086,9
"20231106_00079","range2","control","height",9,105,15,NA,115,160,516.875555555556,135.625185185185,409.666666666667,163.866666666667,135.201551950235,3.30271850137201,134.581771774573,0.619780175661604,2.90946709677782,-2.67519406163297,9
"20231106_00079","range2","self","area",9,105,15,NA,115,160,516.54,135.513333333333,4818,1927.2,135.329032998094,3.27378945462487,135.513333333333,-0.184300335239231,2.9047036247984,-3.12304364616647,9
"20231106_00079","range2","self","height",9,105,15,NA,115,160,516.875555555556,135.625185185185,409.666666666667,163.866666666667,135.201551950235,3.30271850137201,135.625185185185,-0.42363323495045,2.8051626544936,-3.30954521659099,9
"20231106_00080","range1",NA,"area",9,105,15,NA,0,36,151.593333333333,13.8644444444444,243322.333333333,97328.9333333333,13.7281108437828,0.150203651781879,NA,NA,NA,NA,9
"20231106_00080","range1",NA,"height",9,105,15,NA,0,36,151.486666666667,13.8288888888889,26235.7777777778,10494.3111111111,13.6215278567134,0.250542675054723,NA,NA,NA,NA,9
"20231106_00080","range2","control","area",9,105,15,NA,115,160,513.671111111111,134.557037037037,5413.88888888889,2165.55555555556,134.70351080593,2.99218723464368,134.581771774573,0.121739031356491,2.3525138691532,-2.65211094079844,9
"20231106_00080","range2","control","height",9,105,15,NA,115,160,513.991111111111,134.663703703704,447.555555555556,179.022222222222,134.648028697042,3.11249087221427,134.581771774573,0.0662569224689051,2.42961154172724,-2.77025934985711,9
"20231106_00080","range2","self","area",9,105,15,NA,115,160,513.671111111111,134.557037037037,5413.88888888889,2165.55555555556,134.70351080593,2.99218723464368,134.557037037037,0.146473768892586,2.81220433924164,-2.76741334031024,9
"20231106_00080","range2","self","height",9,105,15,NA,115,160,513.991111111111,134.663703703704,447.555555555556,179.022222222222,134.648028697042,3.11249087221427,134.663703703704,-0.0156750066616645,2.83644011733855,-2.92049777878088,9
"20231106_00081","range1",NA,"area",3,105,15,NA,0,36,151.6,13.8666666666667,248023,99209.2,13.8666666666667,0,NA,NA,NA,NA,3
"20231106_00081","range1",NA,"height",3,105,15,NA,0,36,151.6,13.8666666666667,28453.6666666667,11381.4666666667,13.8666666666667,0,NA,NA,NA,NA,3
"20231106_00081","range2","control","area",3,105,15,NA,115,160,523.25,137.75,3763.66666666667,1505.46666666667,136.640697321774,3.28061531932496,134.581771774573,2.05892554720041,3.62314395061127,-2.09663168676427,3
"20231106_00081","range2","control","height",3,105,15,NA,115,160,521.356666666667,137.118888888889,362,144.8,136.650678343536,3.31732897140816,134.581771774573,2.06890656896314,3.66497593261744,-2.12674870860457,3
"20231106_00081","range2","self","area",3,105,15,NA,115,160,523.25,137.75,3763.66666666667,1505.46666666667,136.640697321774,3.28061531932496,137.75,-1.10930267822646,2.53820718574089,-3.54529697578608,3
"20231106_00081","range2","self","height",3,105,15,NA,115,160,521.356666666667,137.118888888889,362,144.8,136.650678343536,3.31732897140816,137.118888888889,-0.468210545352614,2.84654501993161,-3.338598112988,3
"20231106_00082","range1",NA,"area",12,105,15,NA,0,36,151.635833333333,13.8786111111111,215267.416666667,86106.9666666667,13.6194876404223,0.442263140290146,NA,NA,NA,NA,12
"20231106_00082","range1",NA,"height",12,105,15,NA,0,36,151.513333333333,13.8377777777778,24187.0833333333,9674.83333333333,13.7198430739108,0.165404774444238,NA,NA,NA,NA,12
"20231106_00082","range2","control","area",12,105,15,NA,115,160,520.581666666667,136.860555555556,2584.66666666667,1033.86666666667,136.185771831843,3.18410932631988,134.581771774573,1.60400005726991,3.24791447017083,-2.29341329742367,12
"20231106_00082","range2","control","height",12,105,15,NA,115,160,521.326666666667,137.108888888889,223.5,89.4,136.43022721529,3.11959043629964,134.581771774573,1.84845544071646,3.38376804992854,-2.04316292706952,12
"20231106_00082","range2","self","area",12,105,15,NA,115,160,520.581666666667,136.860555555556,2584.66666666667,1033.86666666667,136.185771831843,3.18410932631988,136.860555555556,-0.674783723712522,2.53123959971377,-3.30945550191917,12
"20231106_00082","range2","self","height",12,105,15,NA,115,160,521.326666666667,137.108888888889,223.5,89.4,136.43022721529,3.11959043629964,137.108888888889,-0.678661673599302,2.57063136042232,-3.25629884671322,12
"20231106_00083","range1",NA,"area",11,105,15,NA,0,36,151.585454545455,13.8618181818182,264034.909090909,105613.963636364,13.6037282699987,0.426051371685638,NA,NA,NA,NA,11
"20231106_00083","range1",NA,"height",11,105,15,NA,0,36,151.47,13.8233333333333,25827.1818181818,10330.8727272727,13.636469953094,0.223228227068041,NA,NA,NA,NA,11
"20231106_00083","range2","control","area",11,105,15,NA,115,160,521.142727272727,137.047575757576,3791.90909090909,1516.76363636364,136.412851042974,3.39647275452806,134.581771774573,1.83107926840093,3.55737735310715,-2.3488412923956,11
"20231106_00083","range2","control","height",11,105,15,NA,115,160,521.099090909091,137.03303030303,321.363636363636,128.545454545455,136.450026174388,3.39941293435563,134.581771774573,1.86825439981527,3.59559634541119,-2.30706109678234,11
"20231106_00083","range2","self","area",11,105,15,NA,115,160,521.142727272727,137.047575757576,3791.90909090909,1516.76363636364,136.412851042974,3.39647275452806,137.047575757576,-0.634724714601704,2.75773475496898,-3.4619746182135,11
"20231106_00083","range2","self","height",11,105,15,NA,115,160,521.099090909091,137.03303030303,321.363636363636,128.545454545455,136.450026174388,3.39941293435563,137.03303030303,-0.583004128641904,2.81732419284432,-3.42747846377649,11
"20231106_00086","range1",NA,"area",3,21,3,NA,0,36,151.75,13.9166666666667,190431.333333333,76172.5333333333,11.3051293745945,3.54687672480988,NA,NA,NA,NA,3
"20231106_00086","range1",NA,"height",3,21,3,NA,0,36,151.75,13.9166666666667,25375,10150,12.8254734736316,1.70899703904187,NA,NA,NA,NA,3
"20231106_00086","range2","control","area",3,21,3,NA,115,160,515.703333333333,135.234444444444,2358,943.2,134.802073654126,3.11510101222586,134.581771774573,0.220301879552602,2.59992842717481,-2.61143470243066,3
"20231106_00086","range2","control","height",3,21,3,NA,115,160,516.68,135.56,212.333333333333,84.9333333333333,135.256482393409,4.86550447349037,134.581771774573,0.674710618835356,3.84904448049378,-3.63805564156717,3
"20231106_00086","range2","self","area",3,21,3,NA,115,160,515.703333333333,135.234444444444,2358,943.2,134.802073654126,3.11510101222586,135.234444444444,-0.43237079031872,2.63995668943164,-3.11137420395158,3
"20231106_00086","range2","self","height",3,21,3,NA,115,160,516.68,135.56,212.333333333333,84.9333333333333,135.256482393409,4.86550447349037,135.56,-0.30351760659151,3.87634551518322,-4.24877686266186,3
"20231106_00087","range1",NA,"area",6,21,3,NA,0,36,151.505,13.835,274952.166666667,109980.866666667,13.7558336293247,0.135377647237131,NA,NA,NA,NA,6
"20231106_00087","range1",NA,"height",6,21,3,NA,0,36,151.635,13.8783333333333,27473.3333333333,10989.3333333333,13.7374446855507,0.138867842723829,NA,NA,NA,NA,6
"20231106_00087","range2","control","area",6,21,3,NA,115,160,520.425,136.808333333333,3983,1593.2,135.270265205621,3.15281266042528,134.581771774573,0.688493431048296,2.71598187243554,-2.63802459689271,6
"20231106_00087","range2","control","height",6,21,3,NA,115,160,518.503333333333,136.167777777778,329.5,131.8,135.230484717407,3.24897906323157,134.581771774573,0.648712942834025,2.77060101522996,-2.73636738278404,6
"20231106_00087","range2","self","area",6,21,3,NA,115,160,520.425,136.808333333333,3983,1593.2,135.270265205621,3.15281266042528,136.808333333333,-1.53806812771191,2.17385829557902,-3.62845657187446,6
"20231106_00087","range2","self","height",6,21,3,NA,115,160,518.503333333333,136.167777777778,329.5,131.8,135.230484717407,3.24897906323157,136.167777777778,-0.937293060370624,2.51293667474907,-3.46364163586651,6
"20231106_00089","range1",NA,"area",6,63,9,NA,0,36,151.715,13.905,236854.333333333,94741.7333333333,13.7111535756276,0.19741936596012,NA,NA,NA,NA,6
"20231106_00089","range1",NA,"height",6,63,9,NA,0,36,151.01,13.67,24500,9800,13.6366256934004,0.305656702065052,NA,NA,NA,NA,6
"20231106_00089","range2","control","area",6,63,9,NA,115,160,517.441666666667,135.813888888889,4539.66666666667,1815.86666666667,135.879475287379,3.2310270241682,134.581771774573,1.2977035128054,3.16923531687225,-2.36578181233898,6
"20231106_00089","range2","control","height",6,63,9,NA,115,160,517.441666666667,135.813888888889,403.166666666667,161.266666666667,135.860808258349,3.24914142057807,134.581771774573,1.27903648377597,3.18896119142359,-2.36273097225687,6
"20231106_00089","range2","self","area",6,63,9,NA,115,160,517.441666666667,135.813888888889,4539.66666666667,1815.86666666667,135.879475287379,3.2310270241682,135.813888888889,0.0655863984896327,2.9611575205384,-3.02119127387425,6
"20231106_00089","range2","self","height",6,63,9,NA,115,160,517.441666666667,135.813888888889,403.166666666667,161.266666666667,135.860808258349,3.24914142057807,135.813888888889,0.0469193694602026,2.9920853055549,-3.02844587370638,6
"20231106_00090","range1",NA,"area",6,63,9,NA,0,36,151.566666666667,13.8555555555556,244280.833333333,97712.3333333333,12.5884166277916,2.14327345806231,NA,NA,NA,NA,6
"20231106_00090","range1",NA,"height",6,63,9,NA,0,36,151.405,13.8016666666667,25186.5,10074.6,12.8780578714075,1.85671717374812,NA,NA,NA,NA,6
"20231106_00090","range2","control","area",6,63,9,NA,115,160,518.98,136.326666666667,3734.33333333333,1493.73333333333,135.413740884862,3.25944514385121,134.581771774573,0.831969110288414,2.95136338331496,-2.59503650744114,6
"20231106_00090","range2","control","height",6,63,9,NA,115,160,517.041666666667,135.680555555556,319.166666666667,127.666666666667,135.538513610193,3.42606948703475,134.581771774573,0.956741835620235,3.1527855900057,-2.65522802920218,6
"20231106_00090","range2","self","area",6,63,9,NA,115,160,518.98,136.326666666667,3734.33333333333,1493.73333333333,135.413740884862,3.25944514385121,136.326666666667,-0.912925781805127,2.5161042784299,-3.4766862181054,6
"20231106_00090","range2","self","height",6,63,9,NA,115,160,517.041666666667,135.680555555556,319.166666666667,127.666666666667,135.538513610193,3.42606948703475,135.680555555556,-0.1420419453622,3.03311185273043,-3.26517992206673,6
"20231106_00091","range1",NA,"area",6,63,9,NA,0,36,151.495,13.8316666666667,269894.666666667,107957.866666667,13.0912870239012,1.26930279396476,NA,NA,NA,NA,6
"20231106_00091","range1",NA,"height",6,63,9,NA,0,36,151.495,13.8316666666667,26369,10547.6,13.3758712623111,0.698216180391724,NA,NA,NA,NA,6
"20231106_00091","range2","control","area",6,63,9,NA,115,160,517.326666666667,135.775555555556,4679.5,1871.8,135.073616778719,3.09957536431723,134.581771774573,0.491845004146121,2.62882173505088,-2.6124289947609,6
"20231106_00091","range2","control","height",6,63,9,NA,115,160,515.355,135.118333333333,393.166666666667,157.266666666667,135.126320606983,3.13552182918909,134.581771774573,0.544548832409662,2.69693037037294,-2.61095936997639,6
"20231106_00091","range2","self","area",6,63,9,NA,115,160,517.326666666667,135.775555555556,4679.5,1871.8,135.073616778719,3.09957536431723,135.775555555556,-0.701938776836312,2.49573600262187,-3.231859201704,6
"20231106_00091","range2","self","height",6,63,9,NA,115,160,515.355,135.118333333333,393.166666666667,157.266666666667,135.126320606983,3.13552182918909,135.118333333333,0.00798727364945919,2.86943532208351,-2.97413269361253,6
"20231106_00092","range1",NA,"area",6,63,9,NA,0,36,151.51,13.8366666666667,240115,96046,13.6870384673974,0.165761773866886,NA,NA,NA,NA,6
"20231106_00092","range1",NA,"height",6,63,9,NA,0,36,151.51,13.8366666666667,27222,10888.8,13.6162987529591,0.20536699363832,NA,NA,NA,NA,6
"20231106_00092","range2","control","area",6,63,9,NA,115,160,517.433333333333,135.811111111111,3932.83333333333,1573.13333333333,135.527246645305,3.30391575250665,134.581771774573,0.945474870731609,3.05957258893304,-2.55559007129055,6
"20231106_00092","range2","control","height",6,63,9,NA,115,160,516.953333333333,135.651111111111,330,132,135.454309253746,3.34792604607666,134.581771774573,0.872537479172588,3.06982132360587,-2.61496143759962,6
"20231106_00092","range2","self","area",6,63,9,NA,115,160,517.433333333333,135.811111111111,3932.83333333333,1573.13333333333,135.527246645305,3.30391575250665,135.811111111111,-0.283864465806376,2.89589454288326,-3.20173243940411,6
"20231106_00092","range2","self","height",6,63,9,NA,115,160,516.953333333333,135.651111111111,330,132,135.454309253746,3.34792604607666,135.651111111111,-0.196801857365396,2.96944288360711,-3.20382257149058,6
"20231106_00093","range1",NA,"area",6,63,9,NA,0,36,151.39,13.7966666666667,248246.833333333,99298.7333333333,12.1869285860813,2.48879152265353,NA,NA,NA,NA,6
"20231106_00093","range1",NA,"height",6,63,9,NA,0,36,151.39,13.7966666666667,23589.6666666667,9435.86666666667,12.7446341402059,2.0901189362761,NA,NA,NA,NA,6
"20231106_00093","range2","control","area",6,63,9,NA,115,160,519.891666666667,136.630555555556,4863.83333333333,1945.53333333333,136.116335811974,3.11020415965353,134.581771774573,1.53456403740104,3.13760122007612,-2.25388087438937,6
